0.000000 , 0.000000 , -3.000000 , 0.000000
0.001000 , 0.000000 , -2.999472 , 0.000000
0.002000 , 0.000000 , -2.997889 , 0.000000
0.003000 , 0.000000 , -2.995250 , 0.000000
0.004000 , 0.000000 , -2.991556 , 0.000000
0.005000 , 0.000000 , -2.986806 , 0.000000
0.006000 , 0.000000 , -2.981000 , 0.000000
0.007000 , 0.000000 , -2.974139 , 0.000000
0.008000 , 0.000000 , -2.966222 , 0.000000
0.009000 , 0.000000 , -2.957250 , 0.000000
0.010000 , 0.000000 , -2.947222 , 0.000000
0.011000 , 0.000000 , -2.936139 , 0.000000
0.012000 , 0.000000 , -2.924000 , 0.000000
0.013000 , 0.000000 , -2.910806 , 0.000000
0.014000 , 0.000000 , -2.896556 , 0.000000
0.015000 , 0.000000 , -2.881250 , 0.000000
0.016000 , 0.000000 , -2.864889 , 0.000000
0.017000 , 0.000000 , -2.847472 , 0.000000
0.018000 , 0.000000 , -2.829000 , 0.000000
0.019000 , 0.000000 , -2.809472 , 0.000000
0.020000 , 0.000000 , -2.788889 , 0.000000
0.021000 , 0.000000 , -2.767250 , 0.000000
0.022000 , 0.000000 , -2.744556 , 0.000000
0.023000 , 0.000000 , -2.720806 , 0.000000
0.024000 , 0.000000 , -2.696000 , 0.000000
0.025000 , 0.000000 , -2.670139 , 0.000000
0.026000 , 0.000000 , -2.643222 , 0.000000
0.027000 , 0.000000 , -2.615250 , 0.000000
0.028000 , 0.000000 , -2.586222 , 0.000000
0.029000 , 0.000000 , -2.556139 , 0.000000
0.030000 , 0.000000 , -2.525000 , 0.000000
0.031000 , 0.000000 , -2.492806 , 0.000000
0.032000 , 0.000000 , -2.459556 , 0.000000
0.033000 , 0.000000 , -2.425274 , 0.000000
0.034000 , 0.000000 , -2.390129 , 0.000000
0.035000 , 0.000000 , -2.354405 , 0.000000
0.036000 , 0.000000 , -2.318373 , 0.000000
0.037000 , 0.000000 , -2.282292 , 0.000000
0.038000 , 0.000000 , -2.246404 , 0.000000
0.039000 , 0.000000 , -2.210937 , 0.000000
0.040000 , 0.000000 , -2.176105 , 0.000000
0.041000 , 0.000000 , -2.142103 , 0.000000
0.042000 , 0.000000 , -2.109090 , 0.000000
0.043000 , 0.000000 , -2.077132 , 0.000000
0.044000 , 0.000000 , -2.046230 , 0.000000
0.045000 , 0.000000 , -2.016384 , 0.000000
0.046000 , 0.000000 , -1.987593 , 0.000000
0.047000 , 0.000000 , -1.959858 , 0.000000
0.048000 , 0.000000 , -1.933178 , 0.000000
0.049000 , 0.000000 , -1.907554 , 0.000000
0.050000 , 0.000000 , -1.882985 , 0.000000
0.051000 , 0.000000 , -1.859472 , 0.000000
0.052000 , 0.000000 , -1.837015 , 0.000000
0.053000 , 0.000000 , -1.815613 , 0.000000
0.054000 , 0.000000 , -1.795266 , 0.000000
0.055000 , 0.000000 , -1.775976 , 0.000000
0.056000 , 0.000000 , -1.757740 , 0.000000
0.057000 , 0.000000 , -1.740561 , 0.000000
0.058000 , 0.000000 , -1.724436 , 0.000000
0.059000 , 0.000000 , -1.709368 , 0.000000
0.060000 , 0.000000 , -1.695355 , 0.000000
0.061000 , 0.000000 , -1.682397 , 0.000000
0.062000 , 0.000000 , -1.670495 , 0.000000
0.063000 , 0.000000 , -1.659649 , 0.000000
0.064000 , 0.000000 , -1.649858 , 0.000000
0.065000 , 0.000000 , -1.641123 , 0.000000
0.066000 , 0.000000 , -1.633443 , 0.000000
